volume,sex
1154.1343513614945,male
1296.695036928179,male
1055.7732904883603,male
1274.192655318849,male
1200.3709422490456,male
1248.524021768209,male
1188.998813822378,male
1208.7818027341282,male
1187.0309392667252,male
1100.6086256362703,male
1115.7577095924976,male
1417.1630024849314,male
1134.2489677304468,male
1217.063382227076,male
1107.4516836298424,male
1344.416076418343,male
1266.128553551631,male
1123.273378814223,male
1173.3367439781464,male
1405.3398602697873,male
1289.22928960653,male
1163.5367246557246,male
1216.2701178951506,male
1240.7696709242264,male
1160.4777238008521,male
1233.6577046715863,male
1029.9926877588066,male
1261.0737921148639,male
1256.134331193916,male
1452.2047957010745,male
1315.7378903637089,male
1335.6085194238294,male
1117.2257596548325,male
1251.8555992989834,male
1297.15305299842,male
1201.4975560226485,male
1223.5427211322622,male
1194.3336415609217,male
1378.1062541980891,male
1243.8655453723634,male
1419.8384590888313,male
1301.404373740977,male
1212.0386365152474,male
1192.9274773185336,male
1288.8515480858732,male
1326.2953319419917,male
1204.3833428273747,male
1398.4187522358293,male
1177.7400864311226,male
1166.9530135431314,male
1169.5856443293967,male
1098.946894565975,male
1171.644934019054,male
1300.3750680078224,male
1357.274648165667,male
1036.978779183112,male
1178.955325972243,male
1235.09326464264,male
1149.349011303182,male
1120.5527779334843,male
1354.9692445165715,male
1120.2975239777168,male
1206.6026016473033,male
1463.634498767409,male
1266.255361866456,male
1168.7124420550954,male
1035.5940474711492,male
1351.506211590068,male
1330.263550082681,male
1208.9468883562986,male
1388.1557125840084,male
1040.7714248149673,male
1201.086988090303,male
1250.0141150995148,male
1211.5517855920732,male
1385.0553461619013,male
1242.6608352765845,male
1072.627235928319,male
1256.4377271233038,male
1467.5792101444385,male
1334.075448712716,male
1280.5448423506837,male
1166.127613694338,male
1238.4826433299133,male
1273.8784280383586,male
1069.2053759052892,male
1384.4282460148565,male
1218.1859150309608,male
1128.1451007080257,male
1253.811554759598,male
1134.2794143538767,male
1232.8675579628425,male
1183.4866088532885,male
1339.7917725475484,male
1154.7513140381946,male
1181.1658343544427,male
1348.5578977928942,male
1231.1396689282603,male
1177.0128649625397,male
1319.3458769440915,male
1153.4031552281942,male
1139.4769076367706,male
1131.6621067962221,male
1383.7330138045404,male
1164.9717302483552,male
1200.6437395786675,male
1194.9176850853485,male
1296.534344436918,male
1266.958537507268,male
1295.4442945566273,male
1043.2615954170733,male
1178.1852041574127,male
1058.7718470861084,male
1515.6047714919914,male
1213.495829414541,male
1281.4202708561456,male
1305.6874211048862,male
1174.162544769051,male
1206.3503770943285,male
1155.5819480515343,male
1050.950443484927,male
1090.882761169472,male
1449.2281345408342,male
1303.1554972239733,male
1301.3472910308813,male
1173.0458890984048,male
1254.7293288486203,male
1342.8913763535957,male
1248.2030451479818,male
1282.0666276447214,male
1199.2010078677195,male
1290.6759222799794,male
1222.261129603245,male
1344.6487331302105,male
1103.4320941996841,male
1171.822805598717,male
1083.5903627919115,male
1116.009587172497,male
1158.457342353077,male
1260.6498147096463,male
1203.2531947170703,male
1148.2001002466534,male
1111.799547044936,male
1146.7131971264741,male
1339.7877920029791,male
1191.9882784002164,male
1139.3122784409109,male
1012.9207595359157,male
1199.6356873723644,male
1247.6668686069488,male
1188.2997898622407,male
1494.432940477209,male
1274.8686669283293,male
1240.2873837298935,male
1411.7887263541058,male
1321.2905653175735,male
1208.8946320054822,male
1198.597836795135,male
1194.901043000233,male
1197.3528150115715,male
1269.8807931690733,male
1202.0420483058053,male
1338.0794140421299,male
1270.3037227540597,male
1228.6268288107167,male
1377.092893931983,male
1421.0276629706627,male
1259.2013445561117,male
1372.381020009069,male
1096.1033731445016,male
1220.79069638367,male
1408.0452617939661,male
1157.5020141352813,male
1162.756378598701,male
1008.6270019583601,male
1360.737179856012,male
1263.901757796394,male
1241.3691148764901,male
1521.5771075918224,male
1261.0828482527886,male
1235.1324592068931,male
1186.1476100908926,male
1214.927484117731,male
1192.744459274058,male
1237.7438120384743,male
1120.5730233451216,male
1269.2402072338748,male
1247.8263105429255,male
1248.9674816660436,male
1127.0957659589171,male
1190.9804753434084,male
1294.0953630762265,male
1235.1828160920923,male
1331.5239434284265,male
1227.869050476344,male
1303.8545531311124,male
1301.8797624958322,male
1436.5471184731757,male
1402.7712254177286,male
1166.448334948566,male
1291.311202896139,male
1339.431829672374,male
1410.1202730995533,male
1153.217584675141,male
1237.0229004177347,male
1155.488271799603,male
1304.8369704919787,male
1294.1421857632379,male
1231.7951282181118,male
1228.4084516807707,male
1227.886574857302,male
1188.559066658639,male
1265.681814524808,male
1190.6180440814378,male
1221.917334667223,male
1199.3512658510765,male
1268.310222995676,male
1148.9673605743023,male
1258.7970563705665,male
1307.1493290298126,male
1435.769251426373,male
1385.2012541695751,male
1150.475083899942,male
1169.683373341586,male
1056.6284941408517,male
1256.539935942095,male
1363.19086681224,male
1258.397530482769,male
1238.8941320009085,male
1359.6661644726432,male
1139.8106636683935,male
1171.6637845574214,male
1253.1975471339483,male
1169.2475760539287,male
1303.9524052569445,male
1389.8033171836814,male
977.9207789790787,male
1311.0969490658679,male
1270.0985070108588,male
1314.3090690845604,male
1150.297622599618,male
1165.2334098091717,male
1038.924025525597,male
1257.8434878014998,male
1229.7973731608538,male
1121.1539575542263,male
1232.1921948336008,male
1124.2790601820382,male
1485.191290714846,male
1144.6277124512685,male
1139.14452108435,male
1169.2429278416437,male
1181.0497926278142,male
1096.6202369035166,male
1356.477106542111,male
1353.2127991619411,male
1134.0460859794991,male
1356.5546871465576,male
1271.051039209944,male
1098.7883964113935,male
1186.8492478980156,male
1375.3125801368,male
1315.0876064425775,male
1176.3892309525638,male
1168.0814947386925,male
1217.6619119929067,male
1215.5275662695744,male
1168.0801383650623,male
1217.9435086991964,male
1250.934025662458,male
1208.3112286314765,male
1265.3492507120336,male
1324.8107394252277,male
1004.4052532042166,male
1317.5673006130812,male
1279.4657664984295,male
1134.560186267914,male
1266.2848846001154,male
1367.2972394786052,male
1133.461335904036,male
1361.519947509104,male
1136.806033090537,male
1347.9267239929707,male
1220.0380989049702,male
1312.0245971516745,male
1516.4059015670377,male
1276.1401056812415,male
1113.0179632861689,male
1185.8639008939906,male
1309.1070178789223,male
1336.9530937442257,male
1103.24983449203,male
1291.7653252422388,male
1266.6396065825397,male
1169.5702401667081,male
1252.0534936483293,male
1312.2625079457534,male
1147.6213496929952,male
1344.337266417448,male
1004.8468881798666,male
1280.7566855835926,male
1292.0508410597852,male
1178.0004237979385,male
1248.9802078421353,male
1270.4508692097545,male
1083.5712022678056,male
1316.6718366165578,male
1314.3634356622947,male
1344.4783808988338,male
1205.995440479055,male
1203.7132241716201,male
1045.10048299355,male
1361.7486473255974,male
1347.3669406473718,male
1200.8851149664574,male
1171.8879429267101,male
1200.9599641371601,male
1250.2603767797268,male
1318.1339497416948,male
1196.693828572554,male
1346.225753117923,male
1274.271424393323,male
1315.204592271684,male
1208.2185687223364,male
1301.0853928149918,male
1292.502734338912,male
1170.1888992056574,male
1238.4581362589918,male
1202.5560326231775,male
1327.1569734336556,male
1404.7664456916223,male
1191.4159677869939,male
1286.1981627043513,male
1063.9224186399383,male
1193.3038137465746,male
1271.1813144205232,male
1025.2272920493863,male
1034.2183663094697,male
1235.272506533938,male
1152.7382851622465,male
1152.0865232444448,male
1164.8915125069573,male
1312.2853210632575,male
1160.140003575556,male
1243.6227039789323,male
1204.4602561859826,male
1216.3947897781652,male
1107.648222966421,male
1248.4609691335877,male
1159.0117180584548,male
1166.1045215256488,male
1277.8926833083199,male
1140.940907131721,male
1138.0494102934347,male
1167.1830042603783,male
1350.2302697678074,male
1258.8281182491503,male
1455.3086008652012,male
1105.030765294975,male
1328.0881343936014,male
1304.6659435857596,male
1405.6210953230757,male
1290.0777479311744,male
1294.0334637718704,male
1264.843762139685,male
1321.1663426005007,male
1152.7761608237558,male
1231.144516434084,male
1463.667336275715,male
1164.4879055021845,male
1306.0496195131184,male
1367.5641250839528,male
1203.7481320550978,male
1059.47168122102,male
1192.1197202205071,male
1018.9383281407205,male
1197.8390809483578,male
1189.6268397887404,male
1148.9103345236065,male
1315.6970778753039,male
1169.9224970430175,male
1171.6845539040012,male
1198.4957443779053,male
1307.6657426621955,male
1373.7633043105852,male
1186.3124987014417,male
1211.6007799872325,male
1213.9578073149244,male
1228.8043020470323,male
1371.2251525490483,male
1204.7278213089621,male
1115.991875503049,male
1052.2723171433313,male
1243.2545456501582,male
1313.348729506203,male
1282.7883665407437,male
1201.5678973079114,male
1347.5830733147018,male
1343.3900324249564,male
1194.6807701939956,male
1144.394697756018,male
1254.0686172122757,male
1232.6767086822767,male
1365.6487931456375,male
1212.3922816408995,male
1307.7190725509495,male
1158.7195699825625,male
1340.6588304952638,male
1240.536799587422,male
1177.0565956737898,male
1273.0179098915896,male
1271.8075941567288,male
1316.033434350112,male
1164.3496440445706,male
1241.7148787472943,male
1370.7586815214702,male
1217.819350559065,male
1101.4613084516013,male
1368.0771505858208,male
1134.543669807482,male
1004.4530073319986,male
1144.3349289141886,male
1062.3016332113943,male
1117.341559762442,male
1132.8413378478003,male
1220.208114356689,male
1309.9740330160523,male
1200.0622732719917,male
1219.1919174728105,male
1172.300953345387,male
1370.7743505336528,male
1365.43043189083,male
1337.413350414258,male
1303.0427392734712,male
1301.494822279042,male
1171.4590508750716,male
1100.8358999301981,male
1205.7105321709814,male
1185.4179130157934,male
1246.3842796129993,male
1359.7417409136149,male
1068.8421664419413,male
1222.4937711258535,male
1084.1982571666153,male
1264.278719700357,male
1277.8821776103234,male
1141.8200366749247,male
1188.9651370180534,male
1197.0745603100827,male
1275.073282468671,male
1199.338545354077,male
1143.1566430146709,male
1063.5921459681783,male
1245.8353708774744,male
1017.2024410326173,male
1282.9387803143438,male
1385.8054950162254,male
1300.007409120338,male
1243.7127565246851,male
1309.3824127152348,male
1301.5759797158523,male
1215.8784701909206,male
1319.8955679572068,male
1163.0955036270395,male
1222.59237343255,male
1309.5239907388118,male
1134.0297613378114,male
1181.1668119197732,male
1223.7845293489702,male
1309.8772960433787,male
1172.0388855306269,male
1292.209351036553,male
1332.7884363989203,male
1228.3797689522494,male
1347.4127347558767,male
1050.9267866502125,male
1316.8998200979017,male
1407.3667791494188,male
1106.9439112191762,male
1174.800572663212,male
1265.9460932952431,male
1211.1017829134378,male
1062.1549693593754,male
1282.2777457085197,male
1213.5054245374135,male
1234.7367173954256,male
1293.6108321781167,male
1232.955354031373,male
1278.9402036423267,male
1153.9429856898146,male
1153.994439952491,male
1216.072131615876,male
1207.438253885201,male
1316.2576488201814,male
1042.5358260716093,male
1143.8155899827614,male
1289.874182174943,male
1283.5781965637668,male
1272.185883872577,male
1169.1476811990294,male
1078.4537746221984,male
1192.9258198425612,male
1220.0334228498657,male
1252.135173651301,male
1143.2178709525094,male
1228.7360893423752,male
1278.076297466957,male
1269.295482224689,male
1159.7907989298412,male
1254.1021645368492,male
1456.4036208520668,male
1245.2907480807833,male
1368.532082485008,male
1115.1121744263353,male
1335.897156512593,male
1265.2962574046674,male
1306.1693175248095,male
1286.6585389762697,male
1224.897765088189,male
1079.4053386328567,male
1188.0069186061417,male
1262.567604350783,male
1315.2160531747181,male
1378.276772112687,male
1369.756268370753,male
1327.0588595745724,male
1236.6329790036311,male
1128.6800941500362,male
1302.7762912809847,male
1076.1387440387791,male
1251.4510353037479,male
1343.221503210366,male
1326.5560731791627,male
1122.022644800254,male
1237.180967967648,male
1024.714502878432,male
1378.6586487809823,male
1251.0610755567734,male
1110.0255604365952,male
1277.2440258967115,male
1171.0765687905368,male
1231.0881672786957,male
1241.008225391697,male
1115.0247763861476,male
1269.659600923293,male
1134.7428235826383,male
1427.8373039319683,male
1275.116654702931,male
1198.2400688745738,male
1222.8018984701769,male
1295.9966301866768,male
1194.5890367975946,male
1341.4405623090151,male
1486.0167292556964,male
1248.5227322743156,male
1187.4434062179948,male
1322.220723960651,male
1270.705015560633,male
1131.9478019022533,male
1262.8629857742255,male
1326.8312621661205,male
1189.195503693261,male
1235.2964686578616,male
1160.6771045172227,male
1226.9705587573371,male
1224.9367440088852,male
1013.6442307233007,male
1190.7869834160608,male
1251.5132475440764,male
1201.4544131527728,male
1150.379534574224,male
1120.6725678710998,male
1197.2237355626535,male
1054.0735276588334,male
1278.3445036156265,male
1222.0122837487029,male
1246.0744953401547,male
1124.331408729663,male
1177.9143337803375,male
1260.106319365097,male
1165.2772650357922,male
1195.8309048245258,male
1181.5394406312664,male
1252.629568672009,male
1326.8740446784377,male
1207.271964186623,male
1330.209739463615,male
1329.5738367352212,male
1253.020137095632,male
1180.6793410360744,male
1199.1921267953396,male
1293.5130136150065,male
1156.4345365445645,male
1135.485971257124,male
1197.2174429604224,male
1325.7361644833347,male
1337.7174652618903,male
1189.2558822589963,male
1252.572269400992,male
1267.4188039539408,male
1240.6433035557939,male
1205.35140731457,male
1258.878495879969,male
1280.3118799513359,male
1288.1923174470828,male
1272.3376380563454,male
1144.084738305861,male
1185.115232515091,male
1273.9144217113558,male
1268.049593837131,male
1350.223020218997,male
1258.0484548390789,male
1256.983909348897,male
1210.1622031518561,male
1259.7105655237087,male
1146.2747328344176,male
1278.3987034617226,male
1248.5453853650633,male
1202.124817033305,male
1258.381906992143,male
1144.5365243739204,male
1310.0666560219202,male
1225.656862293166,male
1235.8600098588415,male
1289.0061263820912,male
1164.0601510082129,male
1169.4703375337483,male
1361.140601142971,male
1233.9810414848869,male
1416.6001283430148,male
1306.5302669865466,male
1252.1639318451755,male
1185.6991340651625,male
1314.2628839898262,male
1244.9908423578802,male
1205.0363999978465,male
999.156052091483,male
1267.4817359117158,male
1222.0920826924723,male
1275.9343526741939,male
1267.5678748887449,male
1197.909964797651,male
1238.887045398152,male
1289.5952770175631,male
1232.1409435597539,male
1278.8474418098915,male
1276.3153834692637,male
1317.124186751626,male
1205.303873129699,male
1361.9613871361871,male
1159.5874725565238,male
1093.0428413769305,male
1059.4616117356159,male
1314.0557288784692,male
1444.951126253852,male
1151.2340369834515,male
1225.839738896515,male
1191.9444007687675,male
1274.1345582538258,male
1371.2288867602983,male
1262.7724811613978,male
1328.984793101463,male
1378.2967052467445,male
1300.2976820094177,male
1285.075484584812,male
1402.1252283476756,male
1084.1876408457376,male
1269.2987135437356,male
1163.2962201741238,male
1258.3245950549726,male
1342.7606308947727,male
1228.4550400429237,male
1371.3078023639218,male
1163.9268849984908,male
1126.9745614611875,male
1238.940639740232,male
1253.827219665831,male
1262.6119743994461,male
1301.058463771539,male
1168.0371875941369,male
1129.0049606914404,male
1260.5064907152966,male
1256.0707789380729,male
1216.3488689873693,male
1322.037947398516,male
1198.0420991664394,male
1175.8491106477074,male
1320.6829966884363,male
1072.8665201917102,male
1178.0496042808177,male
1170.6613599015084,male
1244.214527231658,male
1245.960467099049,male
1254.4548827678616,male
1155.0462038681396,male
1265.8923828612176,male
1042.2957222345044,male
1355.2114335839333,male
966.5924736788113,male
1262.5195630474268,male
1239.4897703769673,male
1394.7019822068305,male
1310.7928548253628,male
1073.4249832755438,male
1299.9767400077253,male
1207.171027439723,male
1299.903976782169,male
1267.511923393038,male
1040.140281012793,male
1195.8465918912586,male
1243.4448471916803,male
1173.5106591238462,male
1334.5362814583639,male
1299.5884677194458,male
1158.9431581663932,male
1287.9020752781366,male
1122.4684200786842,male
1234.6449974508387,male
1256.6231846909307,male
1111.9448653785014,male
1289.4372610644161,male
1234.7028938696467,male
1480.5746058137938,male
1268.6806978189995,male
1161.4565435771249,male
1246.2405296916643,male
1247.6719893597474,male
1311.6698939692114,male
1220.765791281134,male
1435.5195358824378,male
1271.5141257068515,male
1318.2298011573216,male
1170.545121813298,male
1210.0591001785945,male
1129.624854075355,male
1134.4697655789305,male
1156.7159452928288,male
1146.6301226422277,male
1244.1291435995397,male
1216.552644175025,male
1172.3372148031813,male
1115.9597235478004,male
1146.2745914561797,male
1224.5229164232128,male
1288.6193723546533,male
1431.5850698775344,male
1256.8226859405215,male
1299.7207385339896,male
1355.9841936786893,male
1189.9819938324342,male
1318.8373606797427,male
1138.0512901921306,male
1351.9136901101215,male
1120.4099872727852,male
1331.1336442000436,male
1301.5905458970608,male
1245.7334434529462,male
1363.8283748632218,male
1257.0184986120655,male
1428.7329752334442,male
1202.880958968273,male
1356.672092487706,male
1270.8241154735513,male
1089.050381388287,male
1195.4064372091561,male
1164.7644232437524,male
1268.7822634808288,male
1200.7448615890496,male
1511.2606276438735,male
1311.8416624877993,male
1206.9879214719847,male
1231.724705676657,male
1329.1251831604056,male
1201.3447274404818,male
1190.7555038628027,male
1358.8674361574003,male
1188.31655075753,male
1405.0571052769935,male
1348.2616664439238,male
1316.3060534204803,male
1131.0996127125431,male
1178.0305476672747,male
1149.5476859281468,male
1098.1038550501403,male
1275.1713233453058,male
1179.3997480706773,male
1265.5083327696045,male
1387.7583202511466,male
1269.8745095621423,male
1434.5272191766335,male
1120.0721837568433,male
1337.1256548991062,male
1135.4722309195217,male
1279.5826427942802,male
1093.825701372212,male
1198.3540485704598,male
1218.9220122940342,male
1065.843675105944,male
1067.8106630667628,male
1490.9050320604927,male
1290.0275683861926,male
1256.3668229049101,male
1423.11238859245,male
1312.9572940540572,male
1031.5964212495135,male
1216.0819791640986,male
1371.902877199016,male
1199.54679479802,male
1199.6023589181543,male
1217.4026672222246,male
1346.9134649894727,male
1153.6880173281625,male
1275.9750244923837,male
1345.158713858421,male
1294.867485687477,male
1345.763854281008,male
